A400001;ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΥΣ ΣΙΕΛΟΓΟΝΟΥΣ ΑΔΕΝΕΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ
X679095;ΕΜΦΥΤΕΥΣΗ ΠΛΕΓΜΑΤΟΣ Ή ΑΛΛΟΥ ΠΡΟΣΘΕΤΙΚΟΥ ΥΛΙΚΟΥ ΓΙΑ ΑΝΟΙΚΤΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΕΤΕΓΧΕΙΡΗΤΙΚΗΣ ΚΗΛΗΣ Ή ΚΟΙΛΙΟΚΗΛΗΣ Ή ΠΛΕΓΜΑΤΟΣ ΓΙΑ ΣΥΓΚΛΕΙΣΗ ΧΕΙΡΟΥΡΓΙΚΟΥ ΚΑΘΑΡΙΣΜΟΥ ΣΕ ΝΕΚΡΩΤΙΚΕΣ ΛΟΙΜΩΞΕΙΣ  ΜΑΛΑΚΩΝ ΜΟΡΙΩΝ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΓΙΑ ΤΗΝ  ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΕΤΕΓΧΕΙΡΗΤΙΚΗΣ ΚΗΛΗΣ Ή ΚΟΙΛΙΟΚΗΛΗΣ)
X679099;ΑΠΟΚΑΤΑΣΤΑΣΗ ΕΠΙΓΑΣΤΡΙΚΗΣ ΚΗΛΗΣ (Π.Χ. ΠΡΟΠΕΡΙΤΟΝΑΪΚΟ ΛΙΠΟΣ, ΑΝΑΤΑΞΙΜΗ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ)
X679103;ΑΠΟΚΑΤΑΣΤΑΣΗ ΕΠΙΓΑΣΤΡΙΚΗΣ ΚΗΛΗΣ (Π.Χ. ΠΡΟΠΕΡΙΤΟΝΑΪΚΟ ΛΙΠΟΣ) ΠΕΡΙΕΣΦΙΣΜΕΝΗ
X679119;ΑΠΟΚΑΤΑΣΤΑΣΗ ΟΜΦΑΛΟΚΗΛΗΣ, ΗΛΙΚΙΑΣ ΜΙΚΡΟΤΕΡΗΣ ΑΠΟ 5 ΕΤΗ, ΑΝΑΤΑΞΙΜΗ
X679123;ΑΠΟΚΑΤΑΣΤΑΣΗ ΟΜΦΑΛΟΚΗΛΗΣ, ΗΛΙΚΙΑΣ ΜΙΚΡΟΤΕΡΗΣ ΑΠΟ 5 ΕΤΗ, ΠΕΡΙΕΣΦΙΣΜΕΝΗ
X679129;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΟΜΦΑΛΟΚΗΛΗΣ, ΣΕ ΗΛΙΚΙΑ 5 ΕΤΩΝ Ή ΜΕΓΑΛΥΤΕΡΗ, ΑΝΑΤΑΞΙΜΗ
X679133;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΟΜΦΑΛΟΚΗΛΗΣ, ΣΕ ΗΛΙΚΙΑ 5 ΕΤΩΝ Ή ΜΕΓΑΛΥΤΕΡΗ, ΠΕΡΙΕΣΦΙΣΜΕΝΗ
X679139;ΑΠΟΚΑΤΑΣΤΑΣΗ ΚΗΛΗΣ ΤΟΥ SPIGEL
X679159;ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΙΚΡΗΣ ΟΜΦΑΛΟΚΗΛΗΣ, ΜΕ ΠΡΩΤΟΓΕΝΗ ΣΥΓΚΛΕΙΣΗ
X679169;ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΕΓΑΛΗΣ ΟΜΦΑΛΟΚΗΛΗΣ Ή ΔΙΑΤΑΣΗΣ ΚΟΙΛΙΑΚΟΥ ΤΟΙΧΩΜΑΤΟΣ, ΜΕ Ή ΧΩΡΙΣ ΠΡΟΣΘΕΤΙΚΟ ΥΛΙΚΟ
X679171;ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΕΓΑΛΗΣ ΟΜΦΑΛΟΚΗΛΗΣ Ή ΔΙΑΤΑΣΗΣ ΚΟΙΛΙΑΚΟΥ ΤΟΙΧΩΜΑΤΟΣ, ΜΕ ΑΦΑΙΡΕΣΗ ΤΟΥ ΠΡΟΣΘΕΤΙΚΟΥ ΥΛΙΚΟΥ, ΤΕΛΙΚΗ ΑΝΑΤΑΞΗ ΚΑΙ ΣΥΓΚΛΕΙΣΗ, ΣΕ ΧΕΙΡΟΥΡΓΙΚΗ ΑΙΘΟΥΣΑ
X679179;ΑΠΟΚΑΤΑΣΤΑΣΗ ΟΜΦΑΛΟΚΗΛΗΣ (ΕΓΧΕΙΡΗΣΗ ΤΥΠΟΥ GROSS), ΠΡΩΤΟ ΣΤΑΔΙΟ
X679181;ΑΠΟΚΑΤΑΣΤΑΣΗ ΟΜΦΑΛΟΚΗΛΗΣ (ΕΓΧΕΙΡΗΣΗ ΤΥΠΟΥ GROSS), ΔΕΥΤΕΡΟ ΣΤΑΔΙΟ
X679259;ΛΑΠΑΡΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΑΡΧΙΚΗΣ ΒΟΥΒΩΝΟΚΗΛΗΣ
X679261;ΛΑΠΑΡΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΥΠΟΤΡΟΠΙΑΖΟΥΣΑΣ ΒΟΥΒΩΝΟΚΗΛΗΣ
X679263;ΛΑΠΑΡΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ, ΚΟΙΛΙΟΚΗΛΗΣ, ΟΜΦΑΛΟΚΗΛΗΣ, ΚΗΛΗΣ ΤΟΥ SPIGEL Ή ΕΠΙΓΑΣΤΡΙΚΗΣ ΚΗΛΗΣ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΕΙΣΑΓΩΓΗ ΠΛΕΓΜΑΤΟΣ, ΟΤΑΝ ΕΚΤΕΛΕΙΤΑΙ), ΑΝΑΤΑΞΙΜΗ
X679265;ΛΑΠΑΡΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ, ΚΟΙΛΙΟΚΗΛΗΣ, ΟΜΦΑΛΟΚΗΛΗΣ, ΚΗΛΗΣ ΤΟΥ SPIGEL Ή ΕΠΙΓΑΣΤΡΙΚΗΣ ΚΗΛΗΣ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΕΙΣΑΓΩΓΗ ΠΛΕΓΜΑΤΟΣ, ΟΤΑΝ ΕΚΤΕΛΕΙΤΑΙ),  ΠΕΡΙΕΣΦΙΓΜΕΝΗ
X679267;ΛΑΠΑΡΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΕΤΕΓΧΕΙΡΗΤΙΚΗΣ ΚΗΛΗΣ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΕΙΣΑΓΩΓΗ ΠΛΕΓΜΑΤΟΣ, ΟΤΑΝ ΕΚΤΕΛΕΙΤΑΙ), ΑΝΑΤΑΞΙΜΗ
X679269;ΛΑΠΑΡΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΕΤΕΓΧΕΙΡΗΤΙΚΗΣ ΚΗΛΗΣ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΕΙΣΑΓΩΓΗ ΠΛΕΓΜΑΤΟΣ, ΟΤΑΝ ΕΚΤΕΛΕΙΤΑΙ), ΠΕΡΙΕΣΦΙΓΜΕΝΗ
X679271;ΛΑΠΑΡΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ, ΥΠΟΤΡΟΠΙΑΖΟΥΣΑ ΜΕΤΕΓΧΕΙΡΗΤΙΚΗ ΚΗΛΗ (ΠΕΡΙΛΑΜΒΑΝΕΙ  ΕΙΣΑΓΩΓΗ ΠΛΕΓΜΑΤΟΣ, ΟΤΑΝ ΕΚΤΕΛΕΙΤΑΙ), ΑΝΑΤΑΞΙΜΗ
X679273;ΛΑΠΑΡΟΣΚΟΠΗΣΗ, ΧΕΙΡΟΥΡΓΙΚΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ, ΥΠΟΤΡΟΠΙΑΖΟΥΣΑ ΜΕΤΕΓΧΕΙΡΗΤΙΚΗ ΚΗΛΗ (ΠΕΡΙΛΑΜΒΑΝΕΙ  ΕΙΣΑΓΩΓΗ ΠΛΕΓΜΑΤΟΣ, ΟΤΑΝ ΕΚΤΕΛΕΙΤΑΙ), ΠΕΡΙΕΣΦΙΓΜΕΝΗ
X679277;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΛΑΠΑΡΟΣΚΟΠΙΚΗ ΔΙΑΔΙΚΑΣΙΑ, ΠΛΑΣΤΙΚΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΚΗΛΗΣ, ΣΥΡΡΑΦΗ ΚΗΛΗΣ, ΤΟΜΗ ΚΗΛΗΣ
X679759;ΣΥΡΡΑΦΗ, ΔΕΥΤΕΡΟΓΕΝΗΣ, ΤΟΥ ΚΟΙΛΙΑΚΟΥ ΤΟΙΧΩΜΑΤΟΣ ΓΙΑ ΕΚΣΠΛΑΧΝΙΣΗ Ή ΔΙΑΝΟΙΞΗ
X679767;ΕΠΙΠΛΟΪΚΟΣ ΚΡΗΜΝΟΣ, ΕΞΩ-ΚΟΙΛΙΑΚΟΣ (Π.Χ. ΓΙΑ ΑΝΑΚΑΤΑΣΚΕΥΗ  ΒΛΑΒΩΝ ΤΟΥ ΣΤΕΡΝΟΥ ΚΑΙ ΤΟΥ ΘΩΡΑΚΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ)
X679769;ΕΠΙΠΛΟΪΚΟΣ ΚΡΗΜΝΟΣ, ΕΝΔΟ-ΚΟΙΛΙΑΚΟΣ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)
X679771;ΕΛΕΥΘΕΡΟΣ ΕΠΙΠΛΟΪΚΟΣ ΚΡΗΜΝΟΣ ΜΕ ΜΙΚΡΟ-ΑΓΓΕΙΑΚΗ ΑΝΑΣΤΟΜΩΣΗ
X679957;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ, ΚΟΙΛΙΑΚΗ, ΠΕΡΙΤΟΝΑΙΟ ΚΑΙ ΕΠΙΠΛΟΥΝ
X679979;ΝΕΦΡΙΚΗ ΔΙΕΡΕΥΝΗΣΗ, ΔΕΝ ΑΠΑΙΤΕΙ ΑΛΛΕΣ ΕΙΔΙΚΕΣ ΔΙΑΔΙΚΑΣΙΕΣ
X679999;ΠΑΡΟΧΕΤΕΥΣΗ ΠΕΡΙΝΕΦΡΙΚΟΥ Ή ΝΕΦΡΙΚΟΥ ΑΠΟΣΤΗΜΑΤΟΣ, ΑΝΟΙΚΤΗ
X680001;ΠΑΡΟΧΕΤΕΥΣΗ ΠΕΡΙΝΕΦΡΙΚΟΥ Ή ΝΕΦΡΙΚΟΥ ΑΠΟΣΤΗΜΑΤΟΣ, ΔΙΑΔΕΡΜΙΚΗ
X680039;ΝΕΦΡΟΣΤΟΜΙΑ, ΝΕΦΡΟΤΟΜΗ ΜΕ ΠΑΡΟΧΕΤΕΥΣΗ
X680049;ΝΕΦΡΟΤΟΜΗ, ΜΕ ΔΙΕΡΕΥΝΗΣΗ
X680079;ΝΕΦΡΟΛΙΘΟΤΟΜΗ, ΑΦΑΙΡΕΣΗ ΛΙΘΟΥ
X680089;ΑΝΕΝΕΡΓΟΣ
X680099;ΝΕΦΡΟΛΙΘΟΤΟΜΗ, ΕΠΙΠΛΕΚΟΜΕΝΗ ΑΠΟ ΣΥΓΓΓΕΝΗ ΝΕΦΡΙΚΗ ΑΝΩΜΑΛΙΑ
X680109;ΝΕΦΡΟΛΙΘΟΤΟΜΗ, ΑΦΑΙΡΕΣΗ ΜΕΓΑΛΟΥ ΚΟΡΑΛΛΙΟΕΙΔΟΥΣ ΛΙΘΟΥ ΠΟΥ ΠΛΗΡΕΙ ΤΗ ΝΕΦΡΙΚΗ ΠΥΕΛΟ ΚΑΙ ΤΟΥΣ ΝΕΦΡΙΚΟΥΣ ΚΑΛΥΚΕΣ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΝΑΤΡΟΦΙΚΗΣ ΠΥΕΛΟΛΙΘΟΤΟΜΗΣ)
X680119;ΔΙΑΔΕΡΜΙΚΗ ΝΕΦΡΟΛΙΘΟΤΟΜΗ Ή ΠΥΕΛΟΛΙΘΟΤΟΜΗ, ΜΕ Ή ΧΩΡΙΣ ΔΙΑΣΤΟΛΗ, ΕΝΔΟΣΚΟΠΗΣΗ, ΛΙΘΟΤΡΙΨΙΑ, ΤΟΠΟΘΕΤΗΣΗ ΣΤΕΝΤ, Ή ΕΞΑΓΩΓΗ ΜΕ ΛΑΒΙΔΑ, ΕΩΣ  2 CM
X680121;ΔΙΑΔΕΡΜΙΚΗ ΝΕΦΡΟΛΙΘΟΤΟΜΗ Ή ΠΥΕΛΟΛΙΘΟΤΟΜΗ, ΜΕ Ή ΧΩΡΙΣ ΔΙΑΣΤΟΛΗ, ΕΝΔΟΣΚΟΠΗΣΗ, ΛΙΘΟΤΡΙΨΙΑ, ΤΟΠΟΘΕΤΗΣΗ ΣΤΕΝΤ, Ή ΕΞΑΓΩΓΗ ΜΕ ΛΑΒΙΔΑ, ΜΕΓΑΛΥΤΕΡΟΣ ΑΠΟ 2 CM
X680159;ΑΝΕΝΕΡΓΟΣ
X680199;ΠΥΕΛΟΤΟΜΗ, ΜΕ ΔΙΕΡΕΥΝΗΣΗ
X680209;ΠΥΕΛΟΤΟΜΗ, ΜΕ ΠΑΡΟΧΕΤΕΥΣΗ, ΠΥΕΛΟΣΤΟΜΙΑ
X680219;ΠΥΕΛΟΤΟΜΗ, ΜΕ ΑΦΑΙΡΕΣΗ ΛΙΘΟΥ (ΠΥΕΛΟΛΙΘΟΤΟΜΗ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ COAGULUM ΠΥΕΛΟΛΙΘΟΤΟΜΗΣ)
X680229;ΑΝΕΝΕΡΓΟΣ
X680359;ΝΕΦΡΙΚΗ ΒΙΟΨΙΑ, ΔΙΑΔΕΡΜΙΚΗ ΜΕ ΤΡΟΚΑΡ Ή ΒΕΛΟΝΗ
X680369;ΝΕΦΡΙΚΗ ΒΙΟΨΙΑ, ΜΕ ΧΕΙΡΟΥΡΓΙΚΗ ΑΠΟΚΑΛΥΨΗ ΤΟΥ ΝΕΦΡΟΥ
X680399;ΝΕΦΡΕΚΤΟΜΗ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΜΕΡΙΚΗΣ ΟΥΡΗΤΗΡΕΚΤΟΜΗΣ, ΚΑΘΕ ΑΝΟΙΚΤΗ ΠΡΟΣΠΕΛΑΣΗ ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΕΚΤΟΜΗΣ ΠΛΕΥΡΩΝ,
X680409;ΝΕΦΡΕΚΤΟΜΗ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΜΕΡΙΚΗΣ ΟΥΡΗΤΗΡΕΚΤΟΜΗΣ, ΚΑΘΕ ΑΝΟΙΚΤΗ ΠΡΟΣΠΕΛΑΣΗ ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΕΚΤΟΜΗΣ ΠΛΕΥΡΩΝ, ΠΟΛΥΠΛΟΚΗ ΕΞΑΙΤΙΑΣ ΠΡΟΗΓΟΥΜΕΝΗΣ ΕΓΧΕΙΡΗΣΗΣ ΣΤΟ ΙΔΙΟ ΝΕΦΡΟ
X680419;ΝΕΦΡΕΚΤΟΜΗ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΜΕΡΙΚΗΣ ΟΥΡΗΤΗΡΕΚΤΟΜΗΣ, ΚΑΘΕ ΑΝΟΙΚΤΗ ΠΡΟΣΠΕΛΑΣΗ ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΕΚΤΟΜΗΣ ΠΛΕΥΡΩΝ, ΡΙΖΙΚΗ, ΜΕ ΤΟΠΙΚΗ ΛΕΜΦΑΔΕΝΕΚΤΟΜΗ ΚΑΙ/Ή ΘΡΟΜΒΕΚΤΟΜΗ  ΚΟΙΛΗΣ ΦΛΕΒΑΣ
X680427;ΝΕΦΡΕΚΤΟΜΗ ΜΕ ΟΛΙΚΗ ΟΥΡΗΤΗΡΕΚΤΟΜΗ ΚΑΙ 'ΚΟΛΑΡΟ' ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΕΩΣ, ΜΕΣΩ ΤΗΣ ΙΔΙΑΣ ΤΟΜΗΣ.
X680431;ΝΕΦΡΕΚΤΟΜΗ ΜΕ ΟΛΙΚΗ ΟΥΡΗΤΗΡΕΚΤΟΜΗ ΚΑΙ 'ΚΟΛΑΡΟ' ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΕΩΣ, ΜΕΣΩ ΔΙΑΦΟΡΕΤΙΚΗΣ ΤΟΜΗΣ.
X680439;ΝΕΦΡΕΚΤΟΜΗ, ΜΕΡΙΚΗ
X680459;ΑΦΑΙΡΕΣΗ, ΑΝΟΙΚΤΗ, 1 Ή ΠΕΡΙΣΣΟΤΕΡΕΣ ΝΕΦΡΙΚΕΣ ΕΞΕΡΓΑΣΙΑ(ΕΣ), ΚΡΥΟΧΕΙΡΟΥΡΓΙΚΗ, ΠΟΥ ΠΕΡΙΛΑΜΒΑΝΕΙ  ΔΙΕΓΧΕΙΡΗΤΙΚΟ ΥΠΕΡΗΧΟΓΡΑΦΗΜΑ, ΑΝ ΕΚΤΕΛΕΣΤΕΙ
X680519;ΕΚΤΟΜΗ Ή ΑΠΟΚΑΛΥΨΗ ΚΥΣΤΗΣ(ΕΩΝ) ΤΟΥ ΝΕΦΡΟΥ
X680539;ΕΚΤΟΜΗ ΠΕΡΙΝΕΦΡΙΚΗΣ ΚΥΣΤΗΣ
X680559;ΝΕΦΡΕΚΤΟΜΗ ΔΟΤΗ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΣΥΝΤΗΡΗΣΗΣ), ΑΠΟ ΠΤΩΜΑΤΙΚΟ ΔΟΤΗ, ΕΤΕΡΟΠΛΕΥΡΗ Ή ΑΜΦΟΤΕΡΟΠΛΕΥΡΗ
X680599;ΝΕΦΡΕΚΤΟΜΗ ΔΟΤΗ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΣΥΝΤΗΡΗΣΗΣ), ΑΝΟΙΚΤΗ, ΑΠΟ ΖΩΝΤΑΝΟ ΔΟΤΗ
X680605;ΤΥΠΙΚΗ ΠΡΟΕΤΟΙΜΑΣΙΑ ΝΕΦΡΙΚΟΥ ΑΛΛΟΜΟΣΧΕΥΜΑΤΟΣ ΑΠΟ ΠΤΩΜΑΤΙΚΟ ΔΟΤΗ ΠΡΙΝ ΑΠΟ ΤΗ ΜΕΤΑΜΟΣΧΕΥΣΗ, ΠΟΥ ΠΕΡΙΛΑΜΒΑΝΕΙ ΔΙΑΤΟΜΗ ΚΑΙ ΑΦΑΙΡΕΣΗ ΠΕΡΙΝΕΦΡΙΚΟΥ ΛΙΠΟΥΣ, ΔΙΑΦΡΑΓΜΑΤΙΚΩΝ ΚΑΙ ΟΠΙΣΘΟΘΠΕΡΙΤΟΝΑΪΚΩΝ ΣΥΝΔΕΣΜΩΝ, ΕΚΤΟΜΗ ΤΟΥ ΕΠΙΝΕΦΡΙΔΙΑΚΟΥ ΑΔΕΝΑ, ΚΑΙ ΠΡΟΕΤΟΙΜΑΣΙΑ ΟΥΡΗΤΗΡΑ(ΩΝ), ΝΕΦΡΙΚΗΣ(ΩΝ) ΦΛΕΒΑΣ(ΩΝ), ΚΑΙ ΝΕΦΡΙΚΗΣ(ΩΝ) ΑΡΤΗΡΙΑΣ(ΩΝ), ΑΠΟΛΙΝΩΣΗ ΚΛΑΔΩΝ, ΟΠΩΣ ΑΠΑΙΤΕΙΤΑΙ
X680609;ΤΥΠΙΚΗ ΠΡΟΕΤΟΙΜΑΣΙΑ ΝΕΦΡΙΚΟΥ ΑΛΛΟΜΟΣΧΕΥΜΑΤΟΣ ΑΠΟ ΖΩΝΤΑΝΟ ΔΟΤΗ (ΑΝΟΙΚΤΗ Ή ΛΑΠΑΡΟΣΚΟΠΙΚΗ) ΠΡΙΝ ΑΠΟ ΤΗ ΜΕΤΑΜΟΣΧΕΥΣΗ, ΠΟΥ ΠΕΡΙΛΑΜΒΑΝΕΙ ΔΙΑΤΟΜΗ ΚΑΙ ΑΦΑΙΡΕΣΗ ΠΕΡΙΝΕΦΡΙΚΟΥ ΛΙΠΟΥΣ ΚΑΙ ΠΡΟΕΤΟΙΜΑΣΙΑ ΟΥΡΗΤΗΡΑ(ΩΝ), ΝΕΦΡΙΚΗΣ(ΩΝ) ΦΛΕΒΑΣ(ΩΝ),  ΚΑΙ ΝΕΦΡΙΚΗΣ(ΩΝ) ΑΡΤΗΡΙΑΣ(ΩΝ), ΑΠΟΛΙΝΩΣΗ ΚΛΑΔΩΝ, ΟΠΩΣ ΑΠΑΙΤΕΙΤΑΙ
X680613;ΤΥΠΙΚΗ ΠΡΟΕΤΟΙΜΑΣΙΑ ΝΕΦΡΙΚΟΥ ΑΛΛΟΜΟΣΧΕΥΜΑΤΟΣ ΑΠΟ ΠΤΩΜΑΤΙΚΟ Ή ΖΩΝΤΑΝΟ ΔΟΤΗ ΠΡΙΝ ΑΠΟ ΤΗ ΜΕΤΑΜΟΣΧΕΥΣΗ, ΦΛΕΒΙΚΗ ΑΝΑΣΤΟΜΩΣΗ, ΚΑΘΕ ΜΙΑ
X680615;ΤΥΠΙΚΗ ΠΡΟΕΤΟΙΜΑΣΙΑ ΝΕΦΡΙΚΟΥ ΑΛΛΟΜΟΣΧΕΥΜΑΤΟΣ ΑΠΟ ΠΤΩΜΑΤΙΚΟ Ή ΖΩΝΤΑΝΟ ΔΟΤΗ ΠΡΙΝ ΑΠΟ ΤΗ ΜΕΤΑΜΟΣΧΕΥΣΗ, ΑΡΤΗΡΙΑΚΗ ΑΝΑΣΤΟΜΩΣΗ, ΚΑΘΕ ΜΙΑ
X680617;ΤΥΠΙΚΗ ΠΡΟΕΤΟΙΜΑΣΙΑ ΝΕΦΡΙΚΟΥ ΑΛΛΟΜΟΣΧΕΥΜΑΤΟΣ ΑΠΟ ΠΤΩΜΑΤΙΚΟ Ή ΖΩΝΤΑΝΟ ΔΟΤΗ ΠΡΙΝ ΑΠΟ ΤΗ ΜΕΤΑΜΟΣΧΕΥΣΗ, ΑΝΑΣΤΟΜΩΣΗ ΟΥΡΗΤΗΡΑ, ΚΑΘΕ ΜΙΑ
X680639;ΝΕΦΡΕΚΤΟΜΗ ΛΗΠΤΗ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ)
X680679;ΝΕΦΡΙΚΗ ΑΛΛΟΜΕΤΑΜΟΣΧΕΥΣΗ, ΕΜΦΥΤΕΥΣΗ ΜΟΣΧΕΥΜΑΤΟΣ, ΧΩΡΙΣ  ΝΕΦΡΕΚΤΟΜΗ ΛΗΠΤΗ
X680689;ΝΕΦΡΙΚΗ ΑΛΛΟΜΕΤΑΜΟΣΧΕΥΣΗ, ΕΜΦΥΤΕΥΣΗ ΜΟΣΧΕΥΜΑΤΟΣ, ΜΕ  ΝΕΦΡΕΚΤΟΜΗ ΛΗΠΤΗ
X680699;ΑΦΑΙΡΕΣΗ ΜΕΤΑΜΟΣΧΕΥΜΕΝΟΥ ΝΕΦΡΙΚΟΥ ΑΛΛΟΜΟΣΧΕΥΜΑΤΟΣ
X680719;ΝΕΦΡΙΚΗ ΑΥΤΟΜΕΤΑΜΟΣΧΕΥΣΗ, ΕΠΑΝΕΜΦΥΤΕΥΣΗ ΤΟΥ ΝΕΦΡΟΥ
X680723;ΑΦΑΙΡΕΣΗ (ΜΕ ΒΡΟΧΟ/ΑΡΠΑΓΗ) ΚΑΙ ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΤΟΥ ΕΣΩΤΕΡΙΚΟΥ ΜΟΝΙΜΟΥ ΣΤΕΝΤ ΟΥΡΗΤΗΡΑ ΜΕΣΩ ΔΙΑΔΕΡΜΙΚΗΣ ΠΡΟΣΠΕΛΑΣΗΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΚΤΙΝΟΛΟΓΙΚΗΣ ΠΑΡΑΚΟΛΟΥΘΗΣΗΣ ΚΑΙ ΕΡΜΗΝΕΙΑΣ
X680727;ΑΦΑΙΡΕΣΗ (ΜΕ ΒΡΟΧΟ/ΑΡΠΑΓΗ) ΤΟΥ ΕΣΩΤΕΡΙΚΟΥ ΜΟΝΙΜΟΥ ΣΤΕΝΤ ΟΥΡΗΤΗΡΑ ΜΕ ΔΙΑΔΕΡΜΙΚΗ ΠΡΟΣΠΕΛΑΣΗ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΚΤΙΝΟΛΟΓΙΚΗΣ ΠΑΡΑΚΟΛΟΥΘΗΣΗΣ ΚΑΙ  ΕΡΜΗΝΕΙΑΣ
X680729;ΑΦΑΙΡΕΣΗ (ΜΕ ΒΡΟΧΟ/ΑΡΠΑΓΗ) ΚΑΙ ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΤΟΥ ΕΣΩΤΕΡΙΚΟΥ ΜΟΝΙΜΟΥ ΣΤΕΝΤ ΟΥΡΗΤΗΡΑ ΜΕ ΔΙΟΥΡΗΘΡΙΤΙΚΗ ΠΡΟΣΠΕΛΑΣΗ, ΧΩΡΙΣ ΧΡΗΣΗ ΚΥΣΤΕΟΣΚΟΠΗΣΗΣ,  ΠΟΥ ΠΕΡΙΛΑΜΒΑΝΕΙ ΑΚΤΙΝΟΛΟΓΙΚΗ ΠΑΡΑΚΟΛΟΥΘΗΣΗ ΚΑΙ ΕΡΜΗΝΕΙΑ
X680731;ΑΦΑΙΡΕΣΗ (ΜΕ ΒΡΟΧΟ/ΑΡΠΑΓΗ) ΤΟΥ ΕΣΩΤΕΡΙΚΟΥ ΜΟΝΙΜΟΥ ΣΤΕΝΤ ΟΥΡΗΤΗΡΑ ΜΕ ΔΙΟΥΡΗΘΡΙΚΗ ΠΡΟΣΠΕΛΑΣΗ, ΧΩΡΙΣ ΧΡΗΣΗ ΚΥΣΤΕΟΣΚΟΠΗΣΗΣ, ΠΟΥ ΠΕΡΙΛΑΜΒΑΝΕΙ ΑΚΤΙΝΟΛΟΓΙΚΗ ΠΑΡΑΚΟΛΟΥΘΗΣΗ ΚΑΙ ΕΡΜΗΝΕΙΑ
